ticker,fiscal_year,roe,source
LH,2020,0.139594,sec
LH,2021,0.138930,sec
LH,2022,0.163752,sec
LH,2023,0.145151,sec
LH,2024,0.106618,sec
LH,2025,0.071905,sec
M,2012,0.000001,sec
M,2013,0.291401,sec
M,2014,0.162062,sec
M,2015,0.144556,sec
M,2016,0.159223,sec
M,2017,0.178259,sec
M,2018,0.183793,sec
M,2019,0.182820,sec
M,2020,0.065209,sec
M,2021,0.009805,sec
M,2022,0.108030,sec
M,2023,0.123282,sec
M,2024,0.105716,sec
M,2025,0.063623,sec
MAJOR,2002,0.274221,sec
MAJOR,2003,0.216736,sec
MAJOR,2004,-0.201488,sec
MAJOR,2005,0.193251,sec
MAJOR,2006,0.195243,sec
MAJOR,2007,0.249921,sec
MAJOR,2008,0.116497,sec
MAJOR,2009,0.060577,sec
MAJOR,2010,0.140440,sec
MAJOR,2011,0.140314,sec
MAJOR,2012,0.123935,sec
MAJOR,2013,0.171048,sec
MAJOR,2014,0.172288,sec
MAJOR,2015,0.183039,sec
MAJOR,2016,0.179792,sec
MAJOR,2017,0.182881,sec
MAJOR,2018,0.198644,sec
MAJOR,2019,0.180482,sec
MAJOR,2020,-0.076360,sec
MAJOR,2021,0.231675,sec
MAJOR,2022,0.035360,sec
MAJOR,2023,0.159265,sec
MAJOR,2024,0.132905,sec
MAJOR,2025,0.125693,sec
MEGA,2012,0.391756,sec
MEGA,2013,0.231998,sec
MEGA,2014,0.142436,sec
MEGA,2015,0.142436,sec
MEGA,2016,0.142436,sec
MEGA,2017,0.142436,sec
MEGA,2018,0.106703,sec-rescaled
MEGA,2019,0.191361,sec-rescaled
MEGA,2020,0.211450,sec
MEGA,2021,0.259465,sec
MEGA,2022,0.266998,sec
MEGA,2023,0.220437,sec
MEGA,2024,0.209872,sec
MEGA,2025,0.190323,sec
MINT,2001,0.104481,sec
MINT,2002,0.116940,sec
MINT,2003,0.107572,sec
MINT,2004,0.143283,sec
MINT,2005,0.183042,sec
MINT,2006,0.182055,sec
MINT,2007,0.180658,sec
MINT,2008,0.171912,sec
MINT,2009,0.114975,sec
MINT,2010,0.095986,sec
MINT,2011,0.211452,sec
MINT,2012,0.209752,sec
MINT,2013,0.190966,sec
MINT,2014,0.165645,sec
MINT,2015,0.231359,sec
MINT,2016,0.187738,sec
MINT,2017,0.127827,sec
MINT,2018,0.091315,sec
MINT,2019,0.145871,sec
MINT,2020,-0.300576,sec
MINT,2021,-0.195054,sec
MINT,2022,0.061638,sec
MINT,2023,0.073219,sec
MINT,2024,0.094244,sec
MINT,2025,0.101741,sec
MTC,2013,0.199585,sec
MTC,2014,0.154510,sec
MTC,2015,0.153372,sec
MTC,2016,0.237214,sec
MTC,2017,0.319860,sec
MTC,2018,0.349620,sec
MTC,2019,0.299777,sec
MTC,2020,0.284495,sec
MTC,2021,0.217101,sec
MTC,2022,0.188776,sec
MTC,2023,0.160848,sec
MTC,2024,0.170388,sec
MTC,2025,0.168352,sec
NER,2017,0.337605,sec
NER,2018,0.287058,sec
NER,2019,0.189626,sec
NER,2020,0.256256,sec
NER,2021,0.405001,sec
NER,2022,0.290511,sec
NER,2023,0.219914,sec
NER,2024,0.194683,sec
NER,2025,0.207145,sec
OR,2019,0.326951,sec
OR,2020,0.229738,sec
OR,2021,0.166724,sec
OR,2022,0.101911,sec
OR,2023,0.104099,sec
OR,2024,0.070077,sec
OR,2025,0.101534,sec
ORI,2014,0.239327,sec
ORI,2015,0.379705,sec
ORI,2016,0.323502,sec
ORI,2017,0.552456,sec
ORI,2018,0.531529,sec
ORI,2019,0.354176,sec
ORI,2020,0.253152,sec
ORI,2021,0.242788,sec
ORI,2022,0.228281,sec
ORI,2023,0.146208,sec
ORI,2024,0.054805,sec
ORI,2025,0.036270,sec
OSP,2017,0.718111,sec
OSP,2018,0.280630,sec
OSP,2019,0.181262,sec
OSP,2020,0.188935,sec
OSP,2021,0.166456,sec
OSP,2022,0.100853,sec
OSP,2023,0.138094,sec
OSP,2024,0.102966,sec
OSP,2025,0.226584,sec
PLANB,2014,0.256582,sec
PLANB,2015,0.215503,sec
PLANB,2016,0.115411,sec
PLANB,2017,0.137329,sec
PLANB,2018,0.168532,sec
PLANB,2019,0.142577,sec
PLANB,2020,0.024063,sec
PLANB,2021,0.010385,sec
PLANB,2022,0.093915,sec
PLANB,2023,0.109946,sec
PLANB,2024,0.114207,sec
PLANB,2025,0.103165,sec
PR9,2017,0.131923,sec
PR9,2018,0.052686,sec
PR9,2019,0.071903,sec
PR9,2020,0.049559,sec
PR9,2021,0.059375,sec
PR9,2022,0.125950,sec
PR9,2023,0.113674,sec
PR9,2024,0.135514,sec
PR9,2025,0.145431,sec
PTT,2002,0.292766,sec
PTT,2003,0.349103,sec
PTT,2004,0.399332,sec
PTT,2005,0.369145,sec
PTT,2006,0.301098,sec
PTT,2007,0.259181,sec
PTT,2008,0.124712,sec
PTT,2009,0.128249,sec
PTT,2010,0.180605,sec
PTT,2011,0.203153,sec
PTT,2012,0.180218,sec
PTT,2013,0.147139,sec
PTT,2014,0.080869,sec
PTT,2015,0.028884,sec
PTT,2016,0.129593,sec
PTT,2017,0.170938,sec
PTT,2018,0.141324,sec
PTT,2019,0.106052,sec
PTT,2020,0.042900,sec
PTT,2021,0.114747,sec
PTT,2022,0.088550,sec
PTT,2023,0.103068,sec
PTT,2024,0.079329,sec
PTT,2025,0.079195,sec
PTTEP,2001,0.407943,sec
PTTEP,2002,0.345055,sec
PTTEP,2003,0.285945,sec
PTTEP,2004,0.308758,sec
PTTEP,2005,0.368562,sec
PTTEP,2006,0.350106,sec
PTTEP,2007,0.291385,sec
PTTEP,2008,0.346006,sec
PTTEP,2009,0.159893,sec
PTTEP,2010,0.264762,sec
PTTEP,2011,0.250561,sec
PTTEP,2012,0.216827,sec
PTTEP,2013,0.164497,sec
PTTEP,2014,0.055834,sec
PTTEP,2015,-0.071502,sec
PTTEP,2016,0.032759,sec
PTTEP,2017,0.051830,sec
PTTEP,2018,0.095135,sec
PTTEP,2019,0.131597,sec
PTTEP,2020,0.060874,sec
PTTEP,2021,0.099932,sec
PTTEP,2022,0.154072,sec
PTTEP,2023,0.157110,sec
PTTEP,2024,0.146769,sec
PTTEP,2025,0.113688,sec
PTTGC,2011,0.010990,sec
PTTGC,2012,0.161550,sec
PTTGC,2013,0.144391,sec
PTTGC,2014,0.062922,sec
PTTGC,2015,0.091081,sec
PTTGC,2016,0.107217,sec
PTTGC,2017,0.150890,sec
PTTGC,2018,0.140369,sec
PTTGC,2019,0.039131,sec
PTTGC,2020,0.000685,sec
PTTGC,2021,0.145905,sec
PTTGC,2022,-0.028717,sec
PTTGC,2023,0.003444,sec
PTTGC,2024,-0.108299,sec
PTTGC,2025,-0.056466,sec
QH,2001,-0.796980,sec
QH,2006,0.129602,sec
QH,2007,0.121145,sec
QH,2008,0.151657,sec
QH,2009,0.142987,sec
QH,2010,0.154786,sec
QH,2011,0.064274,sec
QH,2012,0.166501,sec
QH,2013,0.200005,sec
QH,2014,0.182793,sec
QH,2015,0.152675,sec
QH,2016,0.138698,sec
QH,2017,0.145040,sec
QH,2018,0.148839,sec
QH,2019,0.087400,sec
QH,2020,0.079481,sec
QH,2021,0.062355,sec
QH,2022,0.087400,sec
QH,2023,0.089053,sec
QH,2024,0.074557,sec
QH,2025,0.058036,sec
RATCH,2004,0.243855,sec
RATCH,2005,0.202356,sec
RATCH,2006,0.184515,sec
RATCH,2007,0.161535,sec
RATCH,2008,0.165520,sec
RATCH,2009,0.157654,sec
RATCH,2010,0.114703,sec
RATCH,2011,0.102396,sec
RATCH,2012,0.153158,sec
RATCH,2013,0.114926,sec
RATCH,2014,0.105468,sec
RATCH,2015,0.052705,sec
RATCH,2016,0.100656,sec
RATCH,2017,0.095293,sec
RATCH,2018,0.093423,sec
RATCH,2019,0.099930,sec
RATCH,2020,0.104835,sec
RATCH,2021,0.118829,sec
RATCH,2022,0.068685,sec
RATCH,2023,0.052720,sec
RATCH,2024,0.062717,sec
RATCH,2025,0.065192,sec
SAPPE,2013,0.363038,sec
SAPPE,2014,0.382045,sec
SAPPE,2015,0.188483,sec
SAPPE,2016,0.221147,sec
SAPPE,2017,0.188244,sec
SAPPE,2018,0.150053,sec
SAPPE,2019,0.158824,sec
SAPPE,2020,0.140312,sec
SAPPE,2021,0.144723,sec
SAPPE,2022,0.211942,sec
SAPPE,2023,0.303647,sec
SAPPE,2024,0.305133,sec
SAPPE,2025,0.177882,sec
SAWAD,2013,0.660748,sec
SAWAD,2014,0.374642,sec
SAWAD,2015,0.325964,sec
SAWAD,2016,0.345385,sec
SAWAD,2017,0.327812,sec
SAWAD,2018,0.260066,sec
SAWAD,2019,0.248353,sec
SAWAD,2020,0.222781,sec
SAWAD,2021,0.201875,sec
SAWAD,2022,0.177766,sec
SAWAD,2023,0.185768,sec
SAWAD,2024,0.164791,sec
SAWAD,2025,0.142260,sec
SC,2003,0.075534,sec
SC,2004,0.071510,sec
SC,2005,0.097963,sec
SC,2006,0.094931,sec
SC,2007,0.068117,sec
SC,2008,0.117390,sec
SC,2009,0.110150,sec
SC,2010,0.154563,sec
SC,2011,0.119225,sec
SC,2012,0.113889,sec
SC,2013,0.107777,sec
SC,2014,0.140602,sec
SC,2015,0.152468,sec
SC,2016,0.142285,sec
SC,2017,0.085751,sec
SC,2018,0.114513,sec
SC,2019,0.119890,sec
SC,2020,0.104806,sec
SC,2021,0.106443,sec
SC,2022,0.122249,sec
SC,2023,0.110421,sec
SC,2024,0.072153,sec
SC,2025,0.062898,sec
SCB,2001,0.006531,sec
SCB,2002,-0.215412,sec
SCB,2003,0.192098,sec
SCB,2004,0.231460,sec
SCB,2005,0.207974,sec
SCB,2006,0.133500,sec
SCB,2007,0.163445,sec
SCB,2008,0.177639,sec
SCB,2009,0.154795,sec
SCB,2010,0.164412,sec
SCB,2011,0.145111,sec
SCB,2012,0.260634,sec-rescaled
SCB,2013,0.218374,sec
SCB,2014,0.200655,sec
SCB,2015,0.159186,sec
SCB,2016,0.148428,sec
SCB,2017,0.123634,sec
SCB,2018,0.107601,sec
SCB,2019,0.103440,sec
SCB,2020,0.066983,sec
SCB,2021,0.083326,sec
SCB,2022,0.082590,sec
SCB,2023,0.091591,sec
SCB,2024,0.089811,sec
SCB,2025,0.095305,sec
SCC,2004,0.311681,sec
SCC,2005,0.475505,sec
SCC,2006,0.371284,sec
SCC,2007,0.300358,sec
SCC,2008,0.149221,sec
SCC,2009,0.200564,sec
SCC,2010,0.613910,sec
SCC,2011,0.199627,sec
SCC,2012,0.166417,sec
SCC,2013,0.239508,sec
SCC,2014,0.198425,sec
SCC,2015,0.236800,sec
SCC,2016,0.251395,sec
SCC,2017,0.219673,sec
SCC,2018,0.166291,sec
SCC,2019,0.114888,sec
SCC,2020,0.113588,sec
SCC,2021,0.137401,sec
SCC,2022,0.057794,sec
SCC,2023,0.070210,sec
SCC,2024,0.017693,sec
SCC,2025,0.040762,sec
SCGP,2005,0.107277,sec
SCGP,2019,0.126354,sec
SCGP,2020,0.098071,sec
SCGP,2021,0.089391,sec
SCGP,2022,0.059789,sec
SCGP,2023,0.060143,sec
SCGP,2024,0.048040,sec
SCGP,2025,0.053872,sec
SINGER,2001,0.078373,sec
SINGER,2002,0.090587,sec
SINGER,2003,0.108392,sec
SINGER,2004,0.080687,sec
SINGER,2005,0.038348,sec
SINGER,2006,-0.733071,sec
SINGER,2007,-0.591999,sec
SINGER,2008,-0.143878,sec
SINGER,2009,0.069955,sec
SINGER,2010,0.115001,sec
SINGER,2011,0.155808,sec
SINGER,2012,0.208149,sec
SINGER,2013,0.244238,sec
SINGER,2014,0.160404,sec
SINGER,2015,0.090717,sec
SINGER,2016,0.074784,sec
SINGER,2017,-0.006091,sec
SINGER,2018,-0.052083,sec
SINGER,2019,0.085793,sec
SINGER,2020,0.172032,sec
SINGER,2021,0.079393,sec
SINGER,2022,0.057970,sec
SINGER,2023,-0.239367,sec
SINGER,2024,0.003817,sec
SINGER,2025,0.013723,sec
SIRI,2001,-0.139457,sec
SIRI,2002,0.025428,sec
SIRI,2003,0.158952,sec
SIRI,2004,0.089585,sec
SIRI,2005,0.121518,sec
SIRI,2006,0.052073,sec
SIRI,2007,0.087782,sec
SIRI,2008,0.105614,sec
SIRI,2009,0.168515,sec
SIRI,2010,0.214449,sec
SIRI,2011,0.193525,sec
SIRI,2012,0.230313,sec
SIRI,2013,0.119517,sec
SIRI,2014,0.162032,sec
SIRI,2015,0.134810,sec
SIRI,2016,0.122273,sec
SIRI,2017,0.096402,sec
SIRI,2018,0.066216,sec
SIRI,2019,0.077436,sec
SIRI,2020,0.048979,sec
SIRI,2021,0.052670,sec
SIRI,2022,0.104824,sec
SIRI,2023,0.137140,sec
SIRI,2024,0.108334,sec
SIRI,2025,0.088702,sec
SPALI,2001,0.648551,sec
SPALI,2002,0.672800,sec
SPALI,2003,0.478409,sec
SPALI,2006,0.217752,sec
SPALI,2007,0.180680,sec
SPALI,2008,0.212033,sec
SPALI,2009,0.377683,sec
SPALI,2010,0.299128,sec
SPALI,2011,0.256181,sec
SPALI,2012,0.236360,sec
SPALI,2013,0.215761,sec
SPALI,2014,0.282734,sec
SPALI,2015,0.233444,sec
SPALI,2016,0.228465,sec
SPALI,2017,0.229599,sec
SPALI,2018,0.187052,sec
SPALI,2019,0.152037,sec
SPALI,2020,0.115420,sec
SPALI,2021,0.179794,sec
SPALI,2022,0.184532,sec
SPALI,2023,0.123507,sec
SPALI,2024,0.119431,sec
SPALI,2025,0.075115,sec
SPRC,2014,-0.130944,sec
SPRC,2015,0.206539,sec
SPRC,2016,0.225591,sec
SPRC,2017,0.214022,sec
SPRC,2018,0.059761,sec
SPRC,2020,-0.192211,sec
SPRC,2021,0.157582,sec
SPRC,2022,0.208598,sec
SPRC,2023,-0.032455,sec
SPRC,2024,0.050221,sec
SPRC,2025,0.067318,sec
STA,2001,0.063403,sec
STA,2002,0.108509,sec
STA,2003,0.060843,sec
STA,2004,0.193275,sec
STA,2005,-0.041588,sec
STA,2006,0.137877,sec
STA,2007,0.026540,sec
STA,2008,0.131171,sec
STA,2009,0.335299,sec
STA,2010,0.433293,sec
STA,2011,0.091917,sec
STA,2012,0.074600,sec
STA,2013,0.092895,sec
STA,2014,0.051143,sec
STA,2015,0.053583,sec
STA,2016,-0.036896,sec
STA,2017,-0.067222,sec
STA,2018,0.086714,sec
STA,2019,-0.006085,sec
STA,2020,0.306518,sec
STA,2021,0.374081,sec
STA,2022,0.097814,sec
STA,2023,-0.008540,sec
STA,2024,0.032937,sec
STA,2025,-0.025493,sec
STGT,2019,0.185658,sec
STGT,2020,0.797843,sec
STGT,2021,0.678128,sec
STGT,2022,0.044041,sec
STGT,2023,0.004146,sec
STGT,2024,0.026416,sec
STGT,2025,-0.002867,sec
TASCO,2001,0.067633,sec
TASCO,2002,-0.052744,sec
TASCO,2003,-0.002938,sec
TASCO,2004,-0.002937,sec
TASCO,2006,0.120962,sec
TASCO,2007,0.099234,sec
TASCO,2008,-0.395318,sec
TASCO,2009,0.189198,sec
TASCO,2010,0.310950,sec
TASCO,2011,0.213330,sec
TASCO,2012,0.152225,sec
TASCO,2013,0.172029,sec
TASCO,2014,0.214420,sec
TASCO,2015,0.623766,sec
TASCO,2016,0.276662,sec
TASCO,2017,0.203331,sec
TASCO,2018,0.044829,sec
TASCO,2019,0.242215,sec
TASCO,2020,0.254337,sec
TASCO,2021,0.146975,sec
TASCO,2022,0.149776,sec
TASCO,2023,0.141574,sec
TASCO,2024,0.087980,sec
TASCO,2025,0.076840,sec
TFG,2014,0.287276,sec
TFG,2015,-0.368241,sec
TFG,2016,0.268440,sec
TFG,2017,0.224634,sec
TFG,2018,0.084894,sec
TFG,2019,0.162517,sec
TFG,2020,0.244097,sec
TFG,2021,0.049548,sec
TFG,2022,0.348166,sec
TFG,2023,-0.055557,sec
TFG,2024,0.208688,sec
TFG,2025,0.407336,sec
THG,2016,0.151177,sec
THG,2017,0.083030,sec
THG,2018,0.041829,sec
THG,2019,0.056004,sec
THG,2020,0.007711,sec
THG,2021,0.156953,sec
THG,2022,0.165759,sec
THG,2023,0.029708,sec
THG,2024,-0.211555,sec
THG,2025,0.009311,sec
TIDLOR,2020,0.229079,sec
TIDLOR,2021,0.185568,sec
TIDLOR,2022,0.152223,sec
TIDLOR,2023,0.140789,sec
TIDLOR,2024,0.143526,sec
TIDLOR,2025,0.152733,set
TIPH,2021,0.201890,sec
TIPH,2022,0.124079,sec
TIPH,2023,0.194970,sec
TIPH,2024,0.168954,sec
TIPH,2025,0.117728,sec
TISCO,2008,0.143385,sec
TISCO,2009,0.165322,sec
TISCO,2010,0.211006,sec
TISCO,2011,0.210846,sec
TISCO,2012,0.215375,sec
TISCO,2013,0.206348,sec
TISCO,2014,0.174455,sec
TISCO,2015,0.157920,sec
TISCO,2016,0.168775,sec
TISCO,2017,0.185024,sec
TISCO,2018,0.194069,sec
TISCO,2019,0.189109,sec
TISCO,2020,0.184871,sec
TISCO,2021,0.150354,sec
TISCO,2022,0.161568,sec
TISCO,2023,0.169515,sec
TISCO,2024,0.161468,sec
TISCO,2025,0.154121,sec
TKN,2014,0.651640,sec
TKN,2015,0.361445,sec
TKN,2016,0.384629,sec
TKN,2017,0.276716,sec
TKN,2018,0.211400,sec
TKN,2019,0.170125,sec
TKN,2020,0.116535,sec
TKN,2021,0.090604,sec
TKN,2022,0.213179,sec
TKN,2023,0.344633,sec
TKN,2024,0.364485,sec
TKN,2025,0.181759,sec
TLI,2021,0.102225,sec
TLI,2022,0.100435,sec
TLI,2023,0.095798,sec
TLI,2024,0.107611,sec
TLI,2025,0.084916,sec
TOP,2005,0.311442,sec
TOP,2006,0.237640,sec
TOP,2007,0.290426,sec
TOP,2008,0.008857,sec
TOP,2009,0.191894,sec
TOP,2010,0.130221,sec
TOP,2011,0.198536,sec
TOP,2012,0.148427,sec
TOP,2013,0.117212,sec
TOP,2014,-0.046374,sec
TOP,2015,0.138608,sec
TOP,2016,0.213041,sec
TOP,2017,0.217009,sec
TOP,2018,0.083211,sec
TOP,2019,0.051941,sec
TOP,2020,-0.027954,sec
TOP,2021,0.106095,sec
TOP,2022,0.235943,sec
TOP,2023,0.120914,sec
TOP,2024,0.060536,sec
TOP,2025,0.086966,sec
TPIPP,2016,0.210092,sec
TPIPP,2017,0.159307,sec
TPIPP,2018,0.147671,sec
TPIPP,2019,0.176646,sec
TPIPP,2020,0.160812,sec
TPIPP,2021,0.140225,sec
TPIPP,2022,0.090130,sec
TPIPP,2023,0.112811,sec
TPIPP,2024,0.097208,sec
TPIPP,2025,0.063685,sec
TRUE,2022,-0.056452,sec
TRUE,2023,-0.074594,sec
TRUE,2024,-0.137358,sec
TRUE,2025,0.123719,sec
TTB,2001,0.049187,sec
TTB,2002,-0.011491,sec
TTB,2003,-0.673067,sec
TTB,2004,0.026110,sec
TTB,2005,0.161829,sec
TTB,2006,-0.247706,sec
TTB,2007,-0.944154,sec
TTB,2008,0.009537,sec
TTB,2009,0.044281,sec
TTB,2010,0.066291,sec
TTB,2011,0.078652,sec
TTB,2012,0.075802,sec
TTB,2013,0.021182,sec
TTB,2014,0.087286,sec
TTB,2015,0.127679,sec
TTB,2016,0.102691,sec
TTB,2017,0.100089,sec
TTB,2018,0.123002,sec
TTB,2019,0.049207,sec
TTB,2020,0.050626,sec
TTB,2021,0.050411,sec
TTB,2022,0.066049,sec
TTB,2023,0.082355,sec-prior
TTB,2024,0.090400,sec
TTB,2025,0.085640,sec
TU,2006,0.145640,sec
TU,2007,0.128684,sec
TU,2008,0.142886,sec
TU,2009,0.193054,sec
TU,2010,0.138005,sec
TU,2011,0.223624,sec
TU,2012,0.152213,sec
TU,2013,0.074339,sec
TU,2014,0.122391,sec
TU,2015,0.118553,sec
TU,2016,0.132494,sec
TU,2017,0.148052,sec
TU,2018,0.083514,sec
TU,2019,0.090941,sec
TU,2020,0.129393,sec
TU,2021,0.148366,sec
TU,2022,0.102000,sec
TU,2023,-0.189563,sec
TU,2024,0.113252,sec
TU,2025,0.098767,sec
VGI,2012,0.787847,sec
VGI,2013,0.861571,sec
VGI,2014,0.607142,sec
VGI,2015,0.442890,sec
VGI,2016,0.462030,sec
VGI,2017,0.403290,sec
VGI,2018,0.269416,sec
VGI,2019,0.121536,sec
VGI,2020,0.069948,sec
VGI,2021,0.066706,sec
VGI,2022,-0.005260,sec
VGI,2023,-0.002266,sec
VGI,2024,-0.135707,sec
VGI,2025,0.017256,sec
VGI,2026,-0.030434,sec
WHA,2011,0.471398,sec
WHA,2012,0.104516,sec
WHA,2013,0.415705,sec
WHA,2014,0.226692,sec
WHA,2015,0.168892,sec
WHA,2016,0.144600,sec
WHA,2017,0.139970,sec
WHA,2018,0.110800,sec
WHA,2019,0.113900,sec
WHA,2020,0.086604,sec
WHA,2021,0.087209,sec
WHA,2022,0.129171,sec
WHA,2023,0.135061,sec
WHA,2024,0.127618,sec
WHA,2025,0.143152,sec
WHAUP,2016,0.088460,sec
WHAUP,2017,0.198127,sec
WHAUP,2018,0.169149,sec
WHAUP,2019,0.154822,sec
WHAUP,2020,0.063207,sec
WHAUP,2021,0.059942,sec
WHAUP,2022,0.036324,sec
WHAUP,2023,0.124580,sec
WHAUP,2024,0.082485,sec
WHAUP,2025,0.075133,sec
